Speaker,Sentence
KING RICHARD III,"Out on you, owls! nothing but songs of death?
Take that, until thou bring me better news."
KING RICHARD III,I cry thee mercy
KING RICHARD III,"March on, march on, since we are up in arms;
If not to fight with foreign enemies,
Yet to beat down these rebels here at home."
KING RICHARD III,"Away towards Salisbury! while we reason here,
A royal battle might be won and lost
Some one take order Buckingham be brought
To Salisbury; the rest march on with me."
BUCKINGHAM,Will not King Richard let me speak with him?
BUCKINGHAM,"Hastings, and Edward's children, Rivers, Grey,
Holy King Henry, and thy fair son Edward,
Vaughan, and all that have miscarried
By underhand corrupted foul injustice,
If that your moody discontented souls
Do through the clouds behold this present hour,
Even for revenge mock my destruction!
This is All-Souls' day, fellows, is it not?"
BUCKINGHAM,"Why, then All-Souls' day is my body's doomsday.
This is the day that, in King Edward's time,
I wish't might fall on me, when I was found
False to his children or his wife's allies
This is the day wherein I wish'd to fall
By the false faith of him I trusted most;
This, this All-Souls' day to my fearful soul
Is the determined respite of my wrongs"
KING RICHARD III,"Here pitch our tents, even here in Bosworth field.
My Lord of Surrey, why look you so sad?"
KING RICHARD III,"My Lord of Norfolk,--"
KING RICHARD III,"Norfolk, we must have knocks; ha! must we not?"
KING RICHARD III,"Up with my tent there! here will I lie tonight;
But where to-morrow?  Well, all's one for that.
Who hath descried the number of the foe?"
KING RICHARD III,"Why, our battalion trebles that account"
KING RICHARD III,What is't o'clock?
KING RICHARD III,"I will not sup to-night.
Give me some ink and paper.
What, is my beaver easier than it was?
And all my armour laid into my tent?"
KING RICHARD III,"Good Norfolk, hie thee to thy charge;
Use careful watch, choose trusty sentinels."
KING RICHARD III,"Stir with the lark to-morrow, gentle Norfolk."
KING RICHARD III,Catesby!
KING RICHARD III,"Send out a pursuivant at arms
To Stanley's regiment; bid him bring his power
Before sunrising, lest his son George fall
Into the blind cave of eternal night.
Fill me a bowl of wine. Give me a watch.
Saddle white Surrey for the field to-morrow.
Look that my staves be sound, and not too heavy.
Ratcliff!"
KING RICHARD III,Saw'st thou the melancholy Lord Northumberland?
KING RICHARD III,"So, I am satisfied. Give me a bowl of wine"
KING RICHARD III,"Bid my guard watch; leave me.
Ratcliff, about the mid of night come to my tent
And help to arm me. Leave me, I say."
KING RICHARD III,Give me another horse
KING RICHARD III,'Zounds! who is there?
KING RICHARD III,"O Ratcliff, I have dream'd a fearful dream!
What thinkest thou, will our friends prove all true?"
KING RICHARD III,"O Ratcliff, I fear, I fear,--"
KING RICHARD III,"By the apostle Paul, shadows to-night
Have struck more terror to the soul of Richard
Than can the substance of ten thousand soldiers
Armed in proof, and led by shallow Richmond.
It is not yet near day. Come, go with me;
Under our tents I'll play the eaves-dropper,
To see if any mean to shrink from me."
KING RICHARD III,What said Northumberland as touching Richmond?
KING RICHARD III,He said the truth
KING RICHARD III,"He was in the right; and so indeed it is.
Ten the clock there. Give me a calendar.
Who saw the sun to-day?"
KING RICHARD III,"Then he disdains to shine; for by the book
He should have braved the east an hour ago
A black day will it be to somebody. Ratcliff!"
KING RICHARD III,"The sun will not be seen to-day;
The sky doth frown and lour upon our army.
I would these dewy tears were from the ground.
Not shine to-day! Why, what is that to me
More than to Richmond?  for the selfsame heaven
That frowns on me looks sadly upon him."
KING RICHARD III,"Come, bustle, bustle; caparison my horse.
Call up Lord Stanley, bid him bring his power"
KING RICHARD III,""
KING RICHARD III,Off with his son George's head!
KING RICHARD III,A thousand hearts are great within my bosom
KING RICHARD III,A horse! a horse! my kingdom for a horse!
KING RICHARD III,"Slave, I have set my life upon a cast,
And I will stand the hazard of the die"
KING RICHARD II,"Old John of Gaunt, time-honour'd Lancaster,
Hast thou, according to thy oath and band,
Brought hither Henry Hereford thy bold son,
Here to make good the boisterous late appeal,
Which then our leisure would not let us hear,
Against the Duke of Norfolk, Thomas Mowbray?"
KING RICHARD II,"Tell me, moreover, hast thou sounded him,
If he appeal the duke on ancient malice;
Or worthily, as a good subject should,
On some known ground of treachery in him?"
KING RICHARD II,"Then call them to our presence; face to face,
And frowning brow to brow, ourselves will hear
The accuser and the accused freely speak"
HENRY BOLINGBROKE,"Many years of happy days befal
My gracious sovereign, my most loving liege!"
KING RICHARD II,We thank you both
HENRY BOLINGBROKE,"First, heaven be the record to my speech!
In the devotion of a subject's love,
Tendering the precious safety of my prince,
And free from other misbegotten hate,
Come I appellant to this princely presence.
Now, Thomas Mowbray, do I turn to thee,
And mark my greeting well; for what I speak
My body shall make good upon this earth,
Or my divine soul answer it in heaven.
Thou art a traitor and a miscreant,
Too good to be so and too bad to live,
Since the more fair and crystal is the sky,
The uglier seem the clouds that in it fly.
Once more, the more to aggravate the note,
With a foul traitor's name stuff I thy throat;
And wish, so please my sovereign, ere I move,
What my tongue speaks my right drawn sword may prove."
HENRY BOLINGBROKE,"Pale trembling coward, there I throw my gage,
Disclaiming here the kindred of the king,
And lay aside my high blood's royalty,
Which fear, not reverence, makes thee to except.
If guilty dread have left thee so much strength
As to take up mine honour's pawn, then stoop"
KING RICHARD II,"What doth our cousin lay to Mowbray's charge?
It must be great that can inherit us
So much as of a thought of ill in him."
HENRY BOLINGBROKE,"Look, what I speak, my life shall prove it true;
That Mowbray hath received eight thousand nobles
In name of lendings for your highness' soldiers,
The which he hath detain'd for lewd employments,
Like a false traitor and injurious villain.
Besides I say and will in battle prove,
Or here or elsewhere to the furthest verge
That ever was survey'd by English eye,
That all the treasons for these eighteen years
Complotted and contrived in this land
Fetch from false Mowbray their first head and spring.
Further I say and further will maintain
Upon his bad life to make all this good,
That he did plot the Duke of Gloucester's death,
Suggest his soon-believing adversaries,
And consequently, like a traitor coward,
Sluiced out his innocent soul through streams of blood"
KING RICHARD II,"How high a pitch his resolution soars!
Thomas of Norfolk, what say'st thou to this?"
KING RICHARD II,"Mowbray, impartial are our eyes and ears"
KING RICHARD II,"Wrath-kindled gentlemen, be ruled by me;
Let's purge this choler without letting blood"
KING RICHARD II,"And, Norfolk, throw down his."
KING RICHARD II,"Norfolk, throw down, we bid; there is no boot."
KING RICHARD II,Rage must be withstood
KING RICHARD II,"Cousin, throw up your gage; do you begin."
HENRY BOLINGBROKE,"O, God defend my soul from such deep sin!
Shall I seem crest-fall'n in my father's sight?
Or with pale beggar-fear impeach my height
Before this out-dared dastard? Ere my tongue
Shall wound my honour with such feeble wrong,
Or sound so base a parle, my teeth shall tear
The slavish motive of recanting fear,
And spit it bleeding in his high disgrace,
Where shame doth harbour, even in Mowbray's face."
KING RICHARD II,"We were not born to sue, but to command;
Which since we cannot do to make you friends,
Be ready, as your lives shall answer it,
At Coventry, upon Saint Lambert's day"
KING RICHARD II,"Marshal, demand of yonder champion
The cause of his arrival here in arms"
KING RICHARD II,"Marshal, ask yonder knight in arms,
Both who he is and why he cometh hither
Thus plated in habiliments of war,
And formally, according to our law,
Depose him in the justice of his cause."
HENRY BOLINGBROKE,"Harry of Hereford, Lancaster and Derby
Am I; who ready here do stand in arms,
To prove, by God's grace and my body's valour,
In lists, on Thomas Mowbray, Duke of Norfolk,
That he is a traitor, foul and dangerous,
To God of heaven, King Richard and to me;
And as I truly fight, defend me heaven!"
HENRY BOLINGBROKE,"Lord marshal, let me kiss my sovereign's hand,
And bow my knee before his majesty"
KING RICHARD II,"We will descend and fold him in our arms.
Cousin of Hereford, as thy cause is right,
So be thy fortune in this royal fight!
Farewell, my blood; which if to-day thou shed,
Lament we may, but not revenge thee dead."
HENRY BOLINGBROKE,"O let no noble eye profane a tear
For me, if I be gored with Mowbray's spear"
HENRY BOLINGBROKE,Mine innocency and Saint George to thrive!
KING RICHARD II,"Farewell, my lord"
HENRY BOLINGBROKE,"Strong as a tower in hope, I cry amen."
KING RICHARD II,"Let them lay by their helmets and their spears,
And both return back to their chairs again"
HENRY BOLINGBROKE,Your will be done
KING RICHARD II,"Norfolk, for thee remains a heavier doom,
Which I with some unwillingness pronounce"
KING RICHARD II,It boots thee not to be compassionate
KING RICHARD II,"Return again, and take an oath with thee.
Lay on our royal sword your banish'd hands;
Swear by the duty that you owe to God--
Our part therein we banish with yourselves--
To keep the oath that we administer"
HENRY BOLINGBROKE,I swear.
HENRY BOLINGBROKE,"Norfolk, so far as to mine enemy"
KING RICHARD II,"Uncle, even in the glasses of thine eyes
I see thy grieved heart"
HENRY BOLINGBROKE,"How long a time lies in one little word!
Four lagging winters and four wanton springs
End in a word"
KING RICHARD II,"Why uncle, thou hast many years to live."
KING RICHARD II,"Thy son is banish'd upon good advice,
Whereto thy tongue a party-verdict gave"
KING RICHARD II,"Cousin, farewell; and, uncle, bid him so"
HENRY BOLINGBROKE,"I have too few to take my leave of you,
When the tongue's office should be prodigal
To breathe the abundant dolour of the heart."
HENRY BOLINGBROKE,"Joy absent, grief is present for that time."
HENRY BOLINGBROKE,To men in joy; but grief makes one hour ten.
HENRY BOLINGBROKE,"My heart will sigh when I miscall it so,
Which finds it an inforced pilgrimage."
HENRY BOLINGBROKE,"Nay, rather, every tedious stride I make
Will but remember me what a deal of world
I wander from the jewels that I love.
Must I not serve a long apprenticehood
To foreign passages, and in the end,
Having my freedom, boast of nothing else
But that I was a journeyman to grief?"
HENRY BOLINGBROKE,"O, who can hold a fire in his hand
By thinking on the frosty Caucasus?
Or cloy the hungry edge of appetite
By bare imagination of a feast?
Or wallow naked in December snow
By thinking on fantastic summer's heat?
O, no! the apprehension of the good
Gives but the greater feeling to the worse"
HENRY BOLINGBROKE,"Then, England's ground, farewell; sweet soil, adieu;
My mother, and my nurse, that bears me yet!
Where'er I wander, boast of this I can,
Though banish'd, yet a trueborn Englishman."
KING RICHARD II,"We did observe. Cousin Aumerle,
How far brought you high Hereford on his way?"
KING RICHARD II,"And say, what store of parting tears were shed?"
KING RICHARD II,What said our cousin when you parted with him?
KING RICHARD II,"He is our cousin, cousin; but 'tis doubt,
When time shall call him home from banishment,
Whether our kinsman come to see his friends.
Ourself and Bushy, Bagot here and Green
Observed his courtship to the common people;
How he did seem to dive into their hearts
With humble and familiar courtesy,
What reverence he did throw away on slaves,
Wooing poor craftsmen with the craft of smiles
And patient underbearing of his fortune,
As 'twere to banish their affects with him.
Off goes his bonnet to an oyster-wench;
A brace of draymen bid God speed him well
And had the tribute of his supple knee,
With 'Thanks, my countrymen, my loving friends;'
As were our England in reversion his,
And he our subjects' next degree in hope."
KING RICHARD II,We will ourself in person to this war
KING RICHARD II,Where lies he?
KING RICHARD II,"Now put it, God, in the physician's mind
To help him to his grave immediately!
The lining of his coffers shall make coats
To deck our soldiers for these Irish wars.
Come, gentlemen, let's all go visit him"
